CC-BY 4.0 avoindata.fi
https://www.avoindata.fi/data/fi/dataset/none/resource/e5d91e90-f603-46f9-94db-18a37348510b
Etunimi-mies
Juhani
Olavi
Antero
Tapani
Johannes
Tapio
Mikael
Kalevi
Matti
Pekka
Petteri
Ilmari
Sakari
Matias
Antti
Juha
Kristian
Heikki
Timo
Mikko
Kari
Markus
Jari
Jukka
Aleksi
Kalervo
Markku
Jaakko
Oskari
Petri
Mika
Henrik
Lauri
Veikko
Hannu
Erkki
Seppo
Ville
Valtteri
Ensio
Ari
Janne
Marko
Pentti
Tuomas
Sami
Juho
Eero
Martti
Elias
Erik
Jani
Jorma
Samuli
Eemeli
Jussi
Harri
Onni
Teemu
Risto
Raimo
Veli
Jarmo
Eino
Pertti
Esa
Samuel
Pasi
Esko
Jouni
Arto
Niko
Olli
Vesa
Jouko
Joonas
Kalle
Reijo
Paavo
Toni
Viljami
Toivo
Armas
Emil
Johan
Santeri
Leo
Kimmo
Tomi
Henri
Oliver
Joni
Väinö
Tommi
Tero
Eetu
Ilkka
Pauli
Daniel
Otto
Sebastian
Ilari
Alexander
Uolevi
Anton
Eemil
Tuomo
Aleksanteri
Jarkko
Aulis
Jalmari
Jesse
Joona
Akseli
Vilho
Arttu
Simo
Jere
Allan
Juuso
Einari
Benjamin
Keijo
Kullervo
Julius
Lasse
Joel
Christian
Niilo
Jyrki
Reino
Leevi
Kauko
Niklas
Mauri
Kaarlo
Aukusti
Jan
Kai
Aarne
Elmeri
Aki
Juhana
Artturi
Miika
Yrjö
Riku
Karl
Rasmus
Veeti
Peter
Tauno
Topias
Hermanni
Jarno
Teuvo
Rauno
Eerik
Aatos
Aaro
Joonatan
Vilhelm
Ossi
Arvo
Viljo
Patrik
Robert
Valdemar
Osmo
Veijo
Taisto
Ismo
Anssi
Rainer
Roope
Henry
Anders
Atte
Eelis
Aimo
Asko
Aaron
Miro
Aapo
Henrikki
Taneli
Samu
Kasper
Edvard
Oskar
Oiva
Lassi
Iisakki
Verneri
Tuukka
Ahti
Kim
Alex
Mauno
Aarre
Andreas
Rafael
Vihtori
Lars
Kustaa
Topi
Kasperi
Wilhelm
Vili
August
Fredrik
Miikka
Albert
Aatu
Urho
Tarmo
Konsta
Jimi
Alpo
Sulo
Nikolai
Roni
Joakim
Herman
Unto
Max
Tatu
Ilpo
Sauli
Jyri
Michael
Veikka
Eeli
Kyösti
Carl
Alvar
Iivari
William
Gustav
Kaj
Saku
Gunnar
Severi
Tom
Hugo
Veli-Matti
Rikhard
Heimo
Iiro
Hans
Otso
Martin
Thomas
John
Voitto
Pyry
Lenni
Jonne
Rami
Axel
Pietari
Frans
Arvi
Jeremias
Viktor
Miska
Pellervo
Hannes
Oscar
Sampo
Olof
Gabriel
Paul
Juha-Pekka
Jami
Harry
Teppo
Göran
Stefan
Leif
Aku
Nico
Luka
Nils
Luukas
Jukka-Pekka
Aleksander
Noel
Miko
Edvin
Tony
Päiviö
Perttu
Nooa
Tomas
Arvid
Anselmi
Jasper
Aarno
Paavali
Santtu
Alfred
Robin
Veli-Pekka
Jonas
Krister
Nestori
Richard
Untamo
Lucas
Eljas
Nuutti
Christer
Eliel
Urpo
Ali
Panu
Aarni
Terho
Eerikki
Marcus
Klaus
Mathias
Sven
Viljam
Magnus
Jonathan
Lennart
Waltteri
Peetu
Patrick
Sisu
Eevert
Jesper
Juha-Matti
Mohamed
Lukas
Olli-Pekka
Kenneth
Bengt
Aapeli
Kaleva
Mattias
Reima
Ossian
Stig
Evert
Ukko
Alarik
Tino
Teijo
Justus
Rolf
Kaapo
Mats
Einar
Antton
Lari
Petter
Felix
Eric
Kurt
Tobias
David
Tommy
Taavi
Asser
Anttoni
Luca
Manu
Per
Taavetti
Elmo
Håkan
Karri
Leonard
Tenho
Ari-Pekka
Valter
Aleksis
Jooa
Verner
Simon
Åke
Gustaf
Erno
Björn
Roger
Bo
Helge
Ralf
Touko
Jonatan
Jori
Eemi
Kaarle
Adam
Valentin
Jerry
Heino
Jalo
Vertti
Sulevi
Victor
Kosti
Ahmed
Kimi
Nikolas
Aslak
Christoffer
Dan
Casper
Bernhard
Birger
Albin
Tuure
Milo
Edward
Elis
Timi
Rauli
Jan-Erik
Raine
Linus
Salomon
Ulf
Mico
Börje
Jari-Pekka
Iikka
Jiri
Georg
Harald
Kevin
Ingmar
Bror
Ilmo
Arthur
Auvo
Alvari
Petrus
Taito
Waldemar
Jarl
Kristoffer
Alf
Nicolas
Isak
Väinämö
Arne
Sampsa
Rudolf
Vilhelmi
Walter
Kasimir
Elia
Iisak
Valto
Jens
Filip
Visa
Christopher
Leon
Noah
James
Niki
Uljas
Vincent
Altti
Erkka
Adrian
Adolf
Nicholas
Kjell
Tiitus
Emanuel
Niclas
André
Ville-Veikko
Torsten
Helmer
Tor
Joose
Ben
Eevertti
Isto
Paulus
Jose
Marco
Ragnar
Bertel
Holger
Jooseppi
Hjalmar
Okko
Aatto
Artur
Konstantin
Aksel
Ole
Teo
Viking
Simeon
Antonio
Jakob
Wiljami
Elliot
Jon
Sasu
Iivo
Cristian
Torsti
Benjam
Johnny
Bjarne
Elmer
Roy
Jimmy
Oula
Usko
Maximilian
Ivar
Niila
Asseri
Andrei
Sakarias
Aamos
Miikkael
Liam
Noa
Vesa-Matti
Uuno
Hemmo
Manuel
Jussi-Pekka
Leander
Aron
Yrjänä
Dennis
Ove
Mio
Valfrid
Osvald
Alfons
Anthony
Benjami
Venni
Olav
Ilja
Teodor
Valo
Mauritz
Marius
Roland
Amos
Frank
Jim
Turo
Atso
Arimo
Miikael
Romeo
Omar
Tim
Rune
Kauno
Mark
Valtter
Antinpoika
Into
Gösta
Jonni
Boris
Otava
Dimitri
Anselm
Jeremia
Hassan
Ferdinand
Jörgen
Rene
Ruben
Ibrahim
Bruno
Reko
Joachim
Casimir
Jare
Runar
Erland
Arno
Mohammed
Ylermi
Micael
Julian
Immanuel
Guy
Ernst
Petja
Theo
Jesperi
Aleksei
Evald
Raino
Philip
Sam
Herbert
Eppu
Bertil
Werner
Mohammad
Abdi
Nestor
Pekko
Kaspian
Sten
Vladimir
Toimi
Joosua
Charles
Matts
Sameli
Fabian
Matinpoika
Miki
Yngve
Mirko
Kaius
Pontus
Zacharias
Tage
Neo
Juri
Juhanpoika
Jacob
Eugen
Dani
Jean
Antto
Sylvester
Jasu
Vesa-Pekka
Ville-Pekka
Abdullahi
Nicklas
Ivan
Arnold
Kent
Salomo
Reinhold
Orvo
Arsi
Klas
Aleksandr
Theodor
Valde
Esaias
Torbjörn
Sergei
Abdirahman
Raineri
Kari-Pekka
Soini
Antti-Jussi
Ludvig
Osku
Jaro
Aatami
Ingemar
Helmeri
Wiljam
Hilding
Mikonpoika
Ronny
Karl-Erik
Turkka
Svante
Maunu
Andrew
Wille
Torolf
Torvald
Samppa
Joseph
Vilppu
Mainio
Antti-Pekka
Kaino
Asmo
Aadolf
Edwin
Villiam
Akusti
Hussein
Karim
Jonny
Sigurd
Josef
Maxim
Sune
Igor
Joshua
Alvin
Ohto
Joa
Hemming
Mertsi
Karl-Johan
Mårten
Kusti
Hemminki
Knut
Ola
Mikke
Per-Erik
Aake
Timonpoika
Folke
Amir
Sixten
Urmas
George
Nino
Muhammad
Pavel
Jalmar
Berndt
Pietu
Aappo
Herkko
Erkko
Jack
Ahmad
Augusti
Jukanpoika
Pirkka
Kuisma
Bernt
Werneri
Dominic
Lars-Erik
Ville-Petteri
Matteus
Elo
Nikita
Sture
Matthew
Jason
Carl-Johan
Van
Abraham
Valio
Heikinpoika
Leonardo
Roman
Pekanpoika
Eeti
Kristofer
Maximus
Mitja
Yusuf
Petro
Jarinpoika
Rickard
Denis
René
Karo
Pete
Nikodemus
Ian
Alexis
Aate
Ernesti
Aarto
Benny
Kennet
Ingvar
Mustafa
Alexandre
Carlos
Veini
Mahamed
Levi
Maurits
Staffan
Konrad
Esa-Pekka
Totti
Hemmi
Jetro
Sigfrid
Jaani
Immo
Wäinö
Ismail
Sören
Said
Ingvald
Leopold
Olle
Hannu-Pekka
Ville-Matti
Samir
Tore
Jari-Matti
Masi
Alexi
Nikke
Mihail
Edgar
Elvis
Ari-Matti
Amin
Manne
Hannunpoika
Eskil
Adiel
Rurik
Emmanuel
Milton
Maksim
Juho-Pekka
Karinpoika
Uno
Jake
Ted
Miio
Dick
Raul
Raymond
Wilmer
Selim
Huugo
Elof
Oleg
Thor
Fjalar
Alec
Amadeus
Conny
Renne
Peik
Kare
Ronnie
Jermu
Kuutti
Rony
Pessi
Isac
Vidar
Junior
Emilio
Osman
Jasse
Timo-Pekka
Alan
Kristo
Terno
Frej
Caj
Mohamud
Gerhard
Sammeli
Arttur
Joe
Mario
Jasperi
Glenn
Melvin
Jussinpoika
Roberto
Sigvard
Jaska
Patric
Tristan
Ernest
Eddie
Uula
Myrsky
Jone
Aleks
Atro
Kerkko
Jali
Ville-Valtteri
Lee
Nemo
Greger
Mike
Andre
Feliks
Ami
Dmitri
Marc
Rauni
Markunpoika
Ronald
Abdullah
Mikhail
Mikanpoika
Sergey
Hasan
Sven-Erik
Alvi
Rico
Michel
Luis
Olli-Matti
Matthias
Rickhard
Minh
Abdulkadir
Kirill
Aati
Ture
Louis
Abel
Elja
Valeri
Viggo
Elian
Miguel
Jannenpoika
Saul
Karl-Gustav
Jeremy
Raafael
Fred
Villehard
Ariel
Jarko
Arinpoika
Jaakoppi
Miiko
Ken
Morris
Mehmet
Hamza
Hiski
Johann
Aaretti
Algot
Ryan
Ilo
Jani-Petteri
Jan-Peter
Remu
Simo-Pekka
Khalid
Gottfrid
Ron
Jan-Mikael
Abdul
Andrey
Eikka
Saska
Jusa
Singh
Eduard
Jaakonpoika
Alberto
Nathan
Ricardo
Juan
Henning
Alexei
Luke
Miklas
Kauri
Matteo
Finn
Ahto
Alpi
Titus
Per-Olof
Kari-Matti
Clas
Thanh
Micke
Lionel
Gideon
Milan
Waltter
Jan-Olof
Sami-Pekka
Timothy
Leino
Petrinpoika
Auno
Harrinpoika
Mitro
Nils-Erik
Tyko
Sami-Petteri
Jyry
Colin
Daniil
Alexey
Steven
Bo-Erik
Tuisku
Francis
Andres
Aale
Rufus
Verne
Anas
Sakke
Miiro
Eliot
Valtti
Jerker
Juho-Matti
Alessandro
Filemon
Sean
Jaajo
Jaan
Artem
Dmitry
Jero
Ludwig
Rabbe
Niilas
Carlo
Asla
Rikard
Jaakkima
Anttu
Curt
Ollinpoika
Niko-Petteri
Claes
Antoni
Muhammed
Abbas
Carl-Erik
Risto-Matti
Jirka
Efraim
Jaakob
Valle
Liinus
Kaj-Erik
Brian
Caspian
Markonpoika
Jeremi
Lenny
Josua
Esa-Matti
Jani-Pekka
Valentino
Alpertti
Malakias
Kaspar
Juhan
Severin
Timoteus
Stephen
Silvo
Tahvo
Villenpoika
Charlie
Raoul
Carl-Gustav
Vinski
Robertino
Hermann
Vieno
José
Emre
Ray
Lemmy
Franz
Jaako
Deniz
Vikke
Jan-Anders
Hampus
Juha-Petteri
Damien
Isaac
Alejandro
Simeoni
Ano
Hans-Erik
Jiro
Eeka
Chris
Leonel
Yasin
Vadim
Karlo
Jousia
Jamal
Kunto
Anatoli
Jamiel
Egil
Misa
Ethan
Aaprami
Harto
Joacim
Jan-Henrik
Morgan
Sammy
Juhamatti
Eirik
Emerik
Pär
Sanfrid
Andrea
Janne-Pekka
Zakaria
Matti-Pekka
Emir
Christofer
Vilpas
Pedro
Angelo
Fridolf
Erkinpoika
Måns
Mahmoud
Saminpoika
Miku
Dylan
Caius
Daavid
Juha-Petri
Vesanpoika
Anh
Ragnvald
Wilho
Jeri
Aksu
Juska
Moritz
Roi
Oliwer
Hendrik
Francisco
Pehr
Jouninpoika
Marek
